purchase_id,date,supplier,category,items_summary,quantity_kg,total_cost_clp,payment_terms,due_date,status
PO-1739,2024-01-11,ICB Food Service,grocery,Grocery Variety Pack,149.99,299980,30 dias,2024-02-10,Received
PO-1740,2024-01-11,Distribuidora JR,beverage,Beverage Variety Pack,4.62,3700,15 dias,2024-01-26,Received
PO-1741,2024-01-11,Licores Premium,wine,Wine Variety Pack,7.05,28200,30 dias,2024-02-10,Received
PO-1742,2024-01-15,Carnes Danke,meat,Meat Variety Pack,18.26,173493,30 dias,2024-02-14,Received
PO-1743,2024-01-15,Agro los hermanos,veg,Veg Variety Pack,36.75,55125,0 dias,2024-01-15,Received
PO-1744,2024-01-15,Puerto de Palos,seafood,Seafood Variety Pack,10.17,122040,15 dias,2024-01-30,Received
PO-1745,2024-01-15,Distribuidora JR,dairy,Dairy Variety Pack,23.9,143400,15 dias,2024-01-30,Received
PO-1746,2024-01-15,ICB Food Service,grocery,Grocery Variety Pack,65.07,130139,30 dias,2024-02-14,Received
PO-1747,2024-01-15,Distribuidora JR,beverage,Beverage Variety Pack,3.02,2420,15 dias,2024-01-30,Received
PO-1748,2024-01-15,Licores Premium,wine,Wine Variety Pack,5.76,23050,30 dias,2024-02-14,Received
PO-1749,2024-01-18,Carnes Danke,meat,Meat Variety Pack,45.81,435195,30 dias,2024-02-17,Received
PO-1750,2024-01-18,Agro los hermanos,veg,Veg Variety Pack,95.15,142725,0 dias,2024-01-18,Received
PO-1751,2024-01-18,Puerto de Palos,seafood,Seafood Variety Pack,28.54,342480,15 dias,2024-02-02,Received
PO-1752,2024-01-18,Distribuidora JR,dairy,Dairy Variety Pack,62.38,374250,15 dias,2024-02-02,Received
PO-1753,2024-01-18,ICB Food Service,grocery,Grocery Variety Pack,152.34,304690,30 dias,2024-02-17,Received
PO-1754,2024-01-18,Distribuidora JR,beverage,Beverage Variety Pack,5.55,4440,15 dias,2024-02-02,Received
PO-1755,2024-01-18,Licores Premium,wine,Wine Variety Pack,5.96,23850,30 dias,2024-02-17,Received
PO-1756,2024-01-22,Carnes Danke,meat,Meat Variety Pack,8.68,82412,30 dias,2024-02-21,Received
PO-1757,2024-01-22,Agro los hermanos,veg,Veg Variety Pack,19.8,29700,0 dias,2024-01-22,Received
PO-1758,2024-01-22,Puerto de Palos,seafood,Seafood Variety Pack,7.06,84750,15 dias,2024-02-06,Received
PO-1759,2024-01-22,Distribuidora JR,dairy,Dairy Variety Pack,10.45,62699,15 dias,2024-02-06,Received
PO-1760,2024-01-22,ICB Food Service,grocery,Grocery Variety Pack,37.53,75060,30 dias,2024-02-21,Received
PO-1761,2024-01-22,Distribuidora JR,beverage,Beverage Variety Pack,1.6,1280,15 dias,2024-02-06,Received
PO-1762,2024-01-22,Licores Premium,wine,Wine Variety Pack,2.64,10550,30 dias,2024-02-21,Received
PO-1763,2024-01-25,Carnes Danke,meat,Meat Variety Pack,41.65,395698,30 dias,2024-02-24,Received
PO-1764,2024-01-25,Agro los hermanos,veg,Veg Variety Pack,99.67,149512,0 dias,2024-01-25,Received
PO-1765,2024-01-25,Puerto de Palos,seafood,Seafood Variety Pack,36.24,434880,15 dias,2024-02-09,Received
PO-1766,2024-01-25,Distribuidora JR,dairy,Dairy Variety Pack,57.88,347250,15 dias,2024-02-09,Received
PO-1767,2024-01-25,ICB Food Service,grocery,Grocery Variety Pack,164.51,329020,30 dias,2024-02-24,Received
PO-1768,2024-01-25,Distribuidora JR,beverage,Beverage Variety Pack,5.17,4140,15 dias,2024-02-09,Received
PO-1769,2024-01-25,Licores Premium,wine,Wine Variety Pack,6.49,25950,30 dias,2024-02-24,Received
PO-1770,2024-01-29,Carnes Danke,meat,Meat Variety Pack,10.56,100367,30 dias,2024-02-28,Received
PO-1771,2024-01-29,Agro los hermanos,veg,Veg Variety Pack,27.05,40575,0 dias,2024-01-29,Received
PO-1772,2024-01-29,Puerto de Palos,seafood,Seafood Variety Pack,5.97,71700,15 dias,2024-02-13,Received
PO-1773,2024-01-29,Distribuidora JR,dairy,Dairy Variety Pack,22.82,136950,15 dias,2024-02-13,Received
PO-1774,2024-01-29,ICB Food Service,grocery,Grocery Variety Pack,48.22,96440,30 dias,2024-02-28,Received
PO-1775,2024-01-29,Distribuidora JR,beverage,Beverage Variety Pack,1.35,1080,15 dias,2024-02-13,Received
PO-1776,2024-01-29,Licores Premium,wine,Wine Variety Pack,3.91,15650,30 dias,2024-02-28,Received
PO-1777,2024-02-01,Carnes Danke,meat,Meat Variety Pack,41.87,397765,30 dias,2024-03-02,Received
PO-1778,2024-02-01,Agro los hermanos,veg,Veg Variety Pack,84.15,126225,0 dias,2024-02-01,Received
PO-1779,2024-02-01,Puerto de Palos,seafood,Seafood Variety Pack,24.41,292920,15 dias,2024-02-16,Received
PO-1780,2024-02-01,Distribuidora JR,dairy,Dairy Variety Pack,42.05,252299,15 dias,2024-02-16,Received
PO-1781,2024-02-01,ICB Food Service,grocery,Grocery Variety Pack,136.35,272700,30 dias,2024-03-02,Received
PO-1782,2024-02-01,Distribuidora JR,beverage,Beverage Variety Pack,5.0,4000,15 dias,2024-02-16,Received
PO-1783,2024-02-01,Licores Premium,wine,Wine Variety Pack,4.36,17450,30 dias,2024-03-02,Received
PO-1784,2024-02-05,Carnes Danke,meat,Meat Variety Pack,16.85,160098,30 dias,2024-03-06,Received
PO-1785,2024-02-05,Agro los hermanos,veg,Veg Variety Pack,34.23,51337,0 dias,2024-02-05,Received
PO-1786,2024-02-05,Puerto de Palos,seafood,Seafood Variety Pack,12.57,150810,15 dias,2024-02-20,Received
PO-1787,2024-02-05,Distribuidora JR,dairy,Dairy Variety Pack,28.8,172800,15 dias,2024-02-20,Received
PO-1788,2024-02-05,ICB Food Service,grocery,Grocery Variety Pack,66.12,132240,30 dias,2024-03-06,Received
PO-1789,2024-02-05,Distribuidora JR,beverage,Beverage Variety Pack,1.77,1420,15 dias,2024-02-20,Received
PO-1790,2024-02-05,Licores Premium,wine,Wine Variety Pack,3.98,15900,30 dias,2024-03-06,Received
PO-1791,2024-02-08,Carnes Danke,meat,Meat Variety Pack,43.23,410732,30 dias,2024-03-09,Received
PO-1792,2024-02-08,Agro los hermanos,veg,Veg Variety Pack,99.78,149662,0 dias,2024-02-08,Received
PO-1793,2024-02-08,Puerto de Palos,seafood,Seafood Variety Pack,35.05,420599,15 dias,2024-02-23,Received
PO-1794,2024-02-08,Distribuidora JR,dairy,Dairy Variety Pack,55.77,334650,15 dias,2024-02-23,Received
PO-1795,2024-02-08,ICB Food Service,grocery,Grocery Variety Pack,157.9,315800,30 dias,2024-03-09,Received
PO-1796,2024-02-08,Distribuidora JR,beverage,Beverage Variety Pack,5.17,4140,15 dias,2024-02-23,Received
PO-1797,2024-02-08,Licores Premium,wine,Wine Variety Pack,8.05,32200,30 dias,2024-03-09,Received
PO-1798,2024-02-12,Carnes Danke,meat,Meat Variety Pack,16.26,154493,30 dias,2024-03-13,Received
PO-1799,2024-02-12,Agro los hermanos,veg,Veg Variety Pack,39.17,58762,0 dias,2024-02-12,Received
PO-1800,2024-02-12,Puerto de Palos,seafood,Seafood Variety Pack,13.32,159840,15 dias,2024-02-27,Received
PO-1801,2024-02-12,Distribuidora JR,dairy,Dairy Variety Pack,41.05,246299,15 dias,2024-02-27,Received
PO-1802,2024-02-12,ICB Food Service,grocery,Grocery Variety Pack,88.4,176800,30 dias,2024-03-13,Received
PO-1803,2024-02-12,Distribuidora JR,beverage,Beverage Variety Pack,1.85,1480,15 dias,2024-02-27,Received
PO-1804,2024-02-12,Licores Premium,wine,Wine Variety Pack,3.12,12500,30 dias,2024-03-13,Received
PO-1805,2024-02-15,Carnes Danke,meat,Meat Variety Pack,45.05,427951,30 dias,2024-03-16,Received
PO-1806,2024-02-15,Agro los hermanos,veg,Veg Variety Pack,87.88,131812,0 dias,2024-02-15,Received
PO-1807,2024-02-15,Puerto de Palos,seafood,Seafood Variety Pack,25.7,308430,15 dias,2024-03-01,Received
PO-1808,2024-02-15,Distribuidora JR,dairy,Dairy Variety Pack,53.88,323250,15 dias,2024-03-01,Received
PO-1809,2024-02-15,ICB Food Service,grocery,Grocery Variety Pack,142.35,284710,30 dias,2024-03-16,Received
PO-1810,2024-02-15,Distribuidora JR,beverage,Beverage Variety Pack,4.28,3420,15 dias,2024-03-01,Received
PO-1811,2024-02-15,Licores Premium,wine,Wine Variety Pack,5.01,20050,30 dias,2024-03-16,Received
PO-1812,2024-02-19,Carnes Danke,meat,Meat Variety Pack,15.93,151311,30 dias,2024-03-20,Received
PO-1813,2024-02-19,Agro los hermanos,veg,Veg Variety Pack,34.73,52087,0 dias,2024-02-19,Received
PO-1814,2024-02-19,Puerto de Palos,seafood,Seafood Variety Pack,11.64,139710,15 dias,2024-03-05,Received
PO-1815,2024-02-19,Distribuidora JR,dairy,Dairy Variety Pack,28.07,168450,15 dias,2024-03-05,Received
PO-1816,2024-02-19,ICB Food Service,grocery,Grocery Variety Pack,70.75,141500,30 dias,2024-03-20,Received
PO-1817,2024-02-19,Distribuidora JR,beverage,Beverage Variety Pack,2.52,2020,15 dias,2024-03-05,Received
PO-1818,2024-02-19,Licores Premium,wine,Wine Variety Pack,3.05,12200,30 dias,2024-03-20,Received
PO-1819,2024-02-22,Carnes Danke,meat,Meat Variety Pack,34.74,330053,30 dias,2024-03-23,Received
PO-1820,2024-02-22,Agro los hermanos,veg,Veg Variety Pack,75.67,113512,0 dias,2024-02-22,Received
PO-1821,2024-02-22,Puerto de Palos,seafood,Seafood Variety Pack,28.29,339450,15 dias,2024-03-08,Received
PO-1822,2024-02-22,Distribuidora JR,dairy,Dairy Variety Pack,52.42,314550,15 dias,2024-03-08,Received
PO-1823,2024-02-22,ICB Food Service,grocery,Grocery Variety Pack,134.87,269730,30 dias,2024-03-23,Received
PO-1824,2024-02-22,Distribuidora JR,beverage,Beverage Variety Pack,2.67,2140,15 dias,2024-03-08,Received
PO-1825,2024-02-22,Licores Premium,wine,Wine Variety Pack,4.59,18350,30 dias,2024-03-23,Received
PO-1826,2024-02-26,Carnes Danke,meat,Meat Variety Pack,19.98,189762,30 dias,2024-03-27,Received
PO-1827,2024-02-26,Agro los hermanos,veg,Veg Variety Pack,43.67,65512,0 dias,2024-02-26,Received
PO-1828,2024-02-26,Puerto de Palos,seafood,Seafood Variety Pack,11.32,135900,15 dias,2024-03-12,Received
PO-1829,2024-02-26,Distribuidora JR,dairy,Dairy Variety Pack,20.12,120750,15 dias,2024-03-12,Received
PO-1830,2024-02-26,ICB Food Service,grocery,Grocery Variety Pack,53.61,107220,30 dias,2024-03-27,Received
PO-1831,2024-02-26,Distribuidora JR,beverage,Beverage Variety Pack,4.58,3660,15 dias,2024-03-12,Received
PO-1832,2024-02-26,Licores Premium,wine,Wine Variety Pack,2.04,8150,30 dias,2024-03-27,Received
PO-1833,2024-02-29,Carnes Danke,meat,Meat Variety Pack,41.47,393965,30 dias,2024-03-30,Received
PO-1834,2024-02-29,Agro los hermanos,veg,Veg Variety Pack,87.8,131700,0 dias,2024-02-29,Received
PO-1835,2024-02-29,Puerto de Palos,seafood,Seafood Variety Pack,31.19,374250,15 dias,2024-03-15,Received
PO-1836,2024-02-29,Distribuidora JR,dairy,Dairy Variety Pack,58.05,348300,15 dias,2024-03-15,Received
PO-1837,2024-02-29,ICB Food Service,grocery,Grocery Variety Pack,150.28,300550,30 dias,2024-03-30,Received
PO-1838,2024-02-29,Distribuidora JR,beverage,Beverage Variety Pack,4.7,3760,15 dias,2024-03-15,Received
PO-1839,2024-02-29,Licores Premium,wine,Wine Variety Pack,8.06,32250,30 dias,2024-03-30,Received
PO-1840,2024-03-04,Carnes Danke,meat,Meat Variety Pack,15.29,145231,30 dias,2024-04-03,Received
PO-1841,2024-03-04,Agro los hermanos,veg,Veg Variety Pack,26.0,39000,0 dias,2024-03-04,Received
PO-1842,2024-03-04,Puerto de Palos,seafood,Seafood Variety Pack,4.59,55110,15 dias,2024-03-19,Received
PO-1843,2024-03-04,Distribuidora JR,dairy,Dairy Variety Pack,18.6,111600,15 dias,2024-03-19,Received
PO-1844,2024-03-04,ICB Food Service,grocery,Grocery Variety Pack,55.08,110160,30 dias,2024-04-03,Received
PO-1845,2024-03-04,Licores Premium,wine,Wine Variety Pack,2.08,8300,30 dias,2024-04-03,Received
PO-1846,2024-03-07,Carnes Danke,meat,Meat Variety Pack,36.4,345776,30 dias,2024-04-06,Received
PO-1847,2024-03-07,Agro los hermanos,veg,Veg Variety Pack,65.92,98887,0 dias,2024-03-07,Received
PO-1848,2024-03-07,Puerto de Palos,seafood,Seafood Variety Pack,19.34,232110,15 dias,2024-03-22,Received
PO-1849,2024-03-07,Distribuidora JR,dairy,Dairy Variety Pack,45.83,274950,15 dias,2024-03-22,Received
PO-1850,2024-03-07,ICB Food Service,grocery,Grocery Variety Pack,138.04,276090,30 dias,2024-04-06,Received
PO-1851,2024-03-07,Distribuidora JR,beverage,Beverage Variety Pack,3.1,2480,15 dias,2024-03-22,Received
PO-1852,2024-03-07,Licores Premium,wine,Wine Variety Pack,7.55,30200,30 dias,2024-04-06,Received
PO-1853,2024-03-11,Carnes Danke,meat,Meat Variety Pack,15.42,146490,30 dias,2024-04-10,Received
PO-1854,2024-03-11,Agro los hermanos,veg,Veg Variety Pack,30.35,45525,0 dias,2024-03-11,Received
PO-1855,2024-03-11,Puerto de Palos,seafood,Seafood Variety Pack,10.56,126689,15 dias,2024-03-26,Received
PO-1856,2024-03-11,Distribuidora JR,dairy,Dairy Variety Pack,19.7,118200,15 dias,2024-03-26,Received
PO-1857,2024-03-11,ICB Food Service,grocery,Grocery Variety Pack,48.1,96200,30 dias,2024-04-10,Received
PO-1858,2024-03-11,Distribuidora JR,beverage,Beverage Variety Pack,1.0,800,15 dias,2024-03-26,Received
PO-1859,2024-03-11,Licores Premium,wine,Wine Variety Pack,2.77,11100,30 dias,2024-04-10,Received
PO-1860,2024-03-14,Carnes Danke,meat,Meat Variety Pack,40.58,385462,30 dias,2024-04-13,Received
PO-1861,2024-03-14,Agro los hermanos,veg,Veg Variety Pack,80.55,120825,0 dias,2024-03-14,Received
PO-1862,2024-03-14,Puerto de Palos,seafood,Seafood Variety Pack,22.76,273120,15 dias,2024-03-29,Received
PO-1863,2024-03-14,Distribuidora JR,dairy,Dairy Variety Pack,55.85,335100,15 dias,2024-03-29,Received
PO-1864,2024-03-14,ICB Food Service,grocery,Grocery Variety Pack,140.32,280650,30 dias,2024-04-13,Received
PO-1865,2024-03-14,Distribuidora JR,beverage,Beverage Variety Pack,2.52,2020,15 dias,2024-03-29,Received
PO-1866,2024-03-14,Licores Premium,wine,Wine Variety Pack,4.55,18200,30 dias,2024-04-13,Received
PO-1867,2024-03-18,Carnes Danke,meat,Meat Variety Pack,15.64,148556,30 dias,2024-04-17,Received
PO-1868,2024-03-18,Agro los hermanos,veg,Veg Variety Pack,32.45,48675,0 dias,2024-03-18,Received
PO-1869,2024-03-18,Puerto de Palos,seafood,Seafood Variety Pack,8.54,102479,15 dias,2024-04-02,Received
PO-1870,2024-03-18,Distribuidora JR,dairy,Dairy Variety Pack,19.25,115500,15 dias,2024-04-02,Received
PO-1871,2024-03-18,ICB Food Service,grocery,Grocery Variety Pack,59.66,119330,30 dias,2024-04-17,Received
PO-1872,2024-03-18,Distribuidora JR,beverage,Beverage Variety Pack,2.05,1639,15 dias,2024-04-02,Received
PO-1873,2024-03-18,Licores Premium,wine,Wine Variety Pack,3.85,15400,30 dias,2024-04-17,Received
PO-1874,2024-03-21,Carnes Danke,meat,Meat Variety Pack,35.69,339007,30 dias,2024-04-20,Received
PO-1875,2024-03-21,Agro los hermanos,veg,Veg Variety Pack,79.92,119887,0 dias,2024-03-21,Received
PO-1876,2024-03-21,Puerto de Palos,seafood,Seafood Variety Pack,31.39,376650,15 dias,2024-04-05,Received
PO-1877,2024-03-21,Distribuidora JR,dairy,Dairy Variety Pack,43.17,259049,15 dias,2024-04-05,Received
PO-1878,2024-03-21,ICB Food Service,grocery,Grocery Variety Pack,121.14,242290,30 dias,2024-04-20,Received
PO-1879,2024-03-21,Distribuidora JR,beverage,Beverage Variety Pack,5.47,4380,15 dias,2024-04-05,Received
PO-1880,2024-03-21,Licores Premium,wine,Wine Variety Pack,5.76,23050,30 dias,2024-04-20,Received
PO-1881,2024-03-25,Carnes Danke,meat,Meat Variety Pack,18.25,173375,30 dias,2024-04-24,Received
PO-1882,2024-03-25,Agro los hermanos,veg,Veg Variety Pack,45.12,67687,0 dias,2024-03-25,Received
PO-1883,2024-03-25,Puerto de Palos,seafood,Seafood Variety Pack,21.7,260400,15 dias,2024-04-09,Received
PO-1884,2024-03-25,Distribuidora JR,dairy,Dairy Variety Pack,27.48,164850,15 dias,2024-04-09,Received
PO-1885,2024-03-25,ICB Food Service,grocery,Grocery Variety Pack,76.16,152320,30 dias,2024-04-24,Received
PO-1886,2024-03-25,Distribuidora JR,beverage,Beverage Variety Pack,1.55,1240,15 dias,2024-04-09,Received
PO-1887,2024-03-25,Licores Premium,wine,Wine Variety Pack,3.21,12850,30 dias,2024-04-24,Received
PO-1888,2024-03-28,Carnes Danke,meat,Meat Variety Pack,42.8,406600,30 dias,2024-04-27,Received
PO-1889,2024-03-28,Agro los hermanos,veg,Veg Variety Pack,73.62,110437,0 dias,2024-03-28,Received
PO-1890,2024-03-28,Puerto de Palos,seafood,Seafood Variety Pack,16.77,201240,15 dias,2024-04-12,Received
PO-1891,2024-03-28,Distribuidora JR,dairy,Dairy Variety Pack,55.4,332400,15 dias,2024-04-12,Received
PO-1892,2024-03-28,ICB Food Service,grocery,Grocery Variety Pack,144.42,288840,30 dias,2024-04-27,Received
PO-1893,2024-03-28,Distribuidora JR,beverage,Beverage Variety Pack,3.2,2560,15 dias,2024-04-12,Received
PO-1894,2024-03-28,Licores Premium,wine,Wine Variety Pack,5.21,20850,30 dias,2024-04-27,Received
PO-1895,2024-04-01,Carnes Danke,meat,Meat Variety Pack,12.35,117301,30 dias,2024-05-01,Received
PO-1896,2024-04-01,Agro los hermanos,veg,Veg Variety Pack,35.88,53812,0 dias,2024-04-01,Received
PO-1897,2024-04-01,Puerto de Palos,seafood,Seafood Variety Pack,14.55,174660,15 dias,2024-04-16,Received
PO-1898,2024-04-01,Distribuidora JR,dairy,Dairy Variety Pack,20.18,121050,15 dias,2024-04-16,Received
PO-1899,2024-04-01,ICB Food Service,grocery,Grocery Variety Pack,49.63,99260,30 dias,2024-05-01,Received
PO-1900,2024-04-01,Distribuidora JR,beverage,Beverage Variety Pack,1.62,1300,15 dias,2024-04-16,Received
PO-1901,2024-04-01,Licores Premium,wine,Wine Variety Pack,2.84,11350,30 dias,2024-05-01,Received
PO-1902,2024-04-04,Carnes Danke,meat,Meat Variety Pack,40.21,381971,30 dias,2024-05-04,Received
PO-1903,2024-04-04,Agro los hermanos,veg,Veg Variety Pack,93.88,140812,0 dias,2024-04-04,Received
PO-1904,2024-04-04,Puerto de Palos,seafood,Seafood Variety Pack,35.44,425280,15 dias,2024-04-19,Received
PO-1905,2024-04-04,Distribuidora JR,dairy,Dairy Variety Pack,43.95,263700,15 dias,2024-04-19,Received
PO-1906,2024-04-04,ICB Food Service,grocery,Grocery Variety Pack,143.47,286930,30 dias,2024-05-04,Received
PO-1907,2024-04-04,Distribuidora JR,beverage,Beverage Variety Pack,6.03,4820,15 dias,2024-04-19,Received
PO-1908,2024-04-04,Licores Premium,wine,Wine Variety Pack,5.31,21250,30 dias,2024-05-04,Received
PO-1909,2024-04-08,Carnes Danke,meat,Meat Variety Pack,14.59,138628,30 dias,2024-05-08,Received
PO-1910,2024-04-08,Agro los hermanos,veg,Veg Variety Pack,39.98,59962,0 dias,2024-04-08,Received
PO-1911,2024-04-08,Puerto de Palos,seafood,Seafood Variety Pack,17.44,209250,15 dias,2024-04-23,Received
PO-1912,2024-04-08,Distribuidora JR,dairy,Dairy Variety Pack,24.4,146400,15 dias,2024-04-23,Received
PO-1913,2024-04-08,ICB Food Service,grocery,Grocery Variety Pack,65.3,130600,30 dias,2024-05-08,Received
PO-1914,2024-04-08,Distribuidora JR,beverage,Beverage Variety Pack,4.7,3760,15 dias,2024-04-23,Received
PO-1915,2024-04-08,Licores Premium,wine,Wine Variety Pack,3.4,13600,30 dias,2024-05-08,Received
PO-1916,2024-04-11,Carnes Danke,meat,Meat Variety Pack,35.97,341738,30 dias,2024-05-11,Received
PO-1917,2024-04-11,Agro los hermanos,veg,Veg Variety Pack,71.95,107925,0 dias,2024-04-11,Received
PO-1918,2024-04-11,Puerto de Palos,seafood,Seafood Variety Pack,23.14,277710,15 dias,2024-04-26,Received
PO-1919,2024-04-11,Distribuidora JR,dairy,Dairy Variety Pack,46.85,281100,15 dias,2024-04-26,Received
PO-1920,2024-04-11,ICB Food Service,grocery,Grocery Variety Pack,117.89,235780,30 dias,2024-05-11,Received
PO-1921,2024-04-11,Distribuidora JR,beverage,Beverage Variety Pack,3.05,2440,15 dias,2024-04-26,Received
PO-1922,2024-04-11,Licores Premium,wine,Wine Variety Pack,4.39,17550,30 dias,2024-05-11,Received
PO-1923,2024-04-15,Carnes Danke,meat,Meat Variety Pack,4.53,43011,30 dias,2024-05-15,Received
PO-1924,2024-04-15,Agro los hermanos,veg,Veg Variety Pack,13.93,20887,0 dias,2024-04-15,Received
PO-1925,2024-04-15,Puerto de Palos,seafood,Seafood Variety Pack,6.77,81270,15 dias,2024-04-30,Received
PO-1926,2024-04-15,Distribuidora JR,dairy,Dairy Variety Pack,10.25,61500,15 dias,2024-04-30,Received
PO-1927,2024-04-15,ICB Food Service,grocery,Grocery Variety Pack,37.43,74860,30 dias,2024-05-15,Received
PO-1928,2024-04-15,Distribuidora JR,beverage,Beverage Variety Pack,1.4,1120,15 dias,2024-04-30,Received
PO-1929,2024-04-15,Licores Premium,wine,Wine Variety Pack,2.44,9750,30 dias,2024-05-15,Received
PO-1930,2024-04-18,Carnes Danke,meat,Meat Variety Pack,41.16,390972,30 dias,2024-05-18,Received
PO-1931,2024-04-18,Agro los hermanos,veg,Veg Variety Pack,101.1,151650,0 dias,2024-04-18,Received
PO-1932,2024-04-18,Puerto de Palos,seafood,Seafood Variety Pack,32.47,389610,15 dias,2024-05-03,Received
PO-1933,2024-04-18,Distribuidora JR,dairy,Dairy Variety Pack,50.92,305550,15 dias,2024-05-03,Received
PO-1934,2024-04-18,ICB Food Service,grocery,Grocery Variety Pack,143.97,287940,30 dias,2024-05-18,Received
PO-1935,2024-04-18,Distribuidora JR,beverage,Beverage Variety Pack,3.67,2940,15 dias,2024-05-03,Received
PO-1936,2024-04-18,Licores Premium,wine,Wine Variety Pack,7.17,28700,30 dias,2024-05-18,Received
PO-1937,2024-04-22,Carnes Danke,meat,Meat Variety Pack,15.94,151406,30 dias,2024-05-22,Received
PO-1938,2024-04-22,Agro los hermanos,veg,Veg Variety Pack,30.55,45825,0 dias,2024-04-22,Received
PO-1939,2024-04-22,Puerto de Palos,seafood,Seafood Variety Pack,7.9,94770,15 dias,2024-05-07,Received
PO-1940,2024-04-22,Distribuidora JR,dairy,Dairy Variety Pack,28.6,171600,15 dias,2024-05-07,Received
PO-1941,2024-04-22,ICB Food Service,grocery,Grocery Variety Pack,60.78,121570,30 dias,2024-05-22,Received
PO-1942,2024-04-22,Distribuidora JR,beverage,Beverage Variety Pack,1.68,1340,15 dias,2024-05-07,Received
